ID,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Number,Street,Side,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-2736932,2,11/17/2016 5:34,11/17/2016 11:34,43.94337,-90.75978,43.93766,-90.77086,0.678,At WI-16/Exit 28 - Accident.,,I-90 W,R,Sparta,Monroe,WI,54656,US,US/Central,KCMY,11/17/2016 5:35,50.4,,78,29.65,10,SSE,3.5,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Day
A-2737351,2,11/21/2016 15:53,11/21/2016 21:53,44.19453,-90.64392,44.191175,-90.635984,0.456,At CR-O/Exit 128 - Accident.,,I-94 E,R,Black River Falls,Jackson,WI,54615,US,US/Central,KBCK,11/21/2016 15:55,37.6,,38,30.25,10,Calm,,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2737592,4,11/23/2016 8:49,11/23/2016 14:49,45.994385,-91.593706,45.99699,-91.599521,0.332,Closed at Minong Village of - Road closed due to accident.,,W1001 US Highway 63,L,Hayward,Sawyer,WI,54843-7856,US,US/Central,KHYR,11/23/2016 8:53,33.1,28.7,89,30.08,6,NE,4.6,0,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2737593,4,11/23/2016 8:49,11/23/2016 14:49,45.99699,-91.599521,45.994385,-91.593706,0.332,Closed at WI-27/S Dakota Ave - Road closed due to accident.,,W1155 US Highway 63,L,Hayward,Sawyer,WI,54843-7839,US,US/Central,KHYR,11/23/2016 8:53,33.1,28.7,89,30.08,6,NE,4.6,0,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2737618,2,11/23/2016 12:08,11/23/2016 18:08,44.929505,-92.139824,44.917322,-92.074861,3.288,Between WI-128/Exit 28 and WI-25/Exit 41 - Accident.,,I-94 E,R,Knapp,St. Croix,WI,54749,US,US/Central,KLUM,11/23/2016 12:15,33.4,29.1,100,29.98,1.5,NNW,4.6,0.01,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2737678,2,11/23/2016 19:09,11/24/2016 1:09,44.96009,-92.56445,44.95685,-92.55398,0.559,At WI-65/Exit 10 - Accident.,,I-94 E,R,Roberts,St. Croix,WI,54023,US,US/Central,KRNH,11/23/2016 19:15,32.9,27.5,99,30.03,10,NW,5.8,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-2737856,2,11/28/2016 3:28,11/28/2016 9:28,44.46283,-91.09603,44.4564,-91.09046,0.522,At WI-121/Exit 98 - Accident.,,I-94 E,R,Hixton,Jackson,WI,54635,US,US/Central,KBCK,11/28/2016 3:35,43.7,39.1,100,29.36,4,SE,8.1,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-2738002,2,11/29/2016 7:06,11/29/2016 13:06,44.96389,-92.71605,44.96326,-92.730315,0.699,Between Carmichael Rd/Exit 2 and WI-35/Exit 1 - Accident.,,I-94 W,R,Hudson,St. Croix,WI,54016,US,US/Central,K21D,11/29/2016 7:13,35.6,28,87,29.17,10,SW,10.4,,Overcast,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Day,Day,Day
A-2738605,2,9/15/2016 5:43,9/15/2016 11:43,43.865188,-91.234435,43.864903,-91.2355,0.057,At US-53/WI-35/Exit 3 - Accident.,,I-90 W,R,La Crosse,La Crosse,WI,54603,US,US/Central,KLSE,9/15/2016 5:53,55,,93,30.21,10,ESE,5.8,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Day,Day
A-2738676,2,9/15/2016 14:42,9/15/2016 20:42,42.901314,-90.662998,42.90128,-90.66298,0.003,At Cr-e - Accident.,946, US Highway 61,R,Fennimore,Grant,WI,53809,US,US/Central,KOVS,9/15/2016 14:53,80.1,,50,30.1,10,SE,8.1,,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2738693,2,9/15/2016 17:33,9/15/2016 23:33,44.57589,-91.4701,44.57589,-91.4701,0,At Cr-u - Accident.,26003, W Mondovi St,L,Eleva,Trempealeau,WI,54738-5339,US,US/Central,KEAU,9/15/2016 17:56,73.4,,61,30.01,10,SE,9.2,,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2738694,2,9/15/2016 17:33,9/15/2016 23:33,44.57589,-91.4701,44.57589,-91.4701,0,At Cr-u - Accident.,26003, W Mondovi St,L,Eleva,Trempealeau,WI,54738-5339,US,US/Central,KEAU,9/15/2016 17:56,73.4,,61,30.01,10,SE,9.2,,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2738738,2,9/16/2016 1:42,9/16/2016 7:42,45.77335,-92.7809,45.77335,-92.7809,0,At 570th St - Accident.,,State Road 70,R,Grantsburg,Burnett,WI,54840,US,US/Central,KROS,9/16/2016 1:32,59.5,,96,29.92,10,Calm,,,Light Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-2738739,2,9/16/2016 1:42,9/16/2016 7:42,45.77335,-92.7809,45.77335,-92.7809,0,At 570th St - Accident.,,State Road 70,R,Grantsburg,Burnett,WI,54840,US,US/Central,KROS,9/16/2016 1:32,59.5,,96,29.92,10,Calm,,,Light Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-2739032,2,9/24/2016 10:56,9/24/2016 16:56,44.505921,-91.131883,44.508754,-91.134343,0.23,At US-10/Exit 88 - Accident.,,I-94 W,R,Osseo,Jackson,WI,54758,US,US/Central,KEAU,9/24/2016 10:56,64,,84,30.17,10,SE,9.2,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2739218,2,9/27/2016 10:37,9/27/2016 16:37,45.498354,-91.11155,45.494212,-91.11154,0.286,At US-8/Lake Ave W - Accident.,,N05790 State Highway 27,L,Ladysmith,Rusk,WI,54848-9755,US,US/Central,KRCX,9/27/2016 10:35,51.8,,79,29.72,10,West,11.5,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2739219,2,9/27/2016 10:37,9/27/2016 16:37,45.494212,-91.11154,45.498354,-91.11155,0.286,At Bruce Village of - Accident.,,N5678 State Highway 27,L,Ladysmith,Rusk,WI,54848-9757,US,US/Central,KRCX,9/27/2016 10:35,51.8,,79,29.72,10,West,11.5,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2739296,4,9/27/2016 14:29,9/28/2016 4:29,43.46902,-90.73245,43.46706,-90.73845,0.33,Closed between CR-S and River Rd - Road closed due to accident.,,S7277 State Highway 131,L,Viola,Richland,WI,54664-8547,US,US/Central,KY51,9/27/2016 14:35,61,,47,29.75,10,WNW,9.2,,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2739297,4,9/27/2016 14:29,9/28/2016 4:29,43.46706,-90.73845,43.46902,-90.73245,0.33,Closed between River Rd and CR-S - Road closed due to accident.,,WI-131,R,Readstown,Vernon,WI,54652,US,US/Central,KY51,9/27/2016 14:35,61,,47,29.75,10,WNW,9.2,,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2739600,3,9/30/2016 11:33,9/30/2016 17:33,44.006026,-90.50511,44.005984,-90.505109,0.003,At Warren St - Accident.,,W Warren St,R,Tomah,Monroe,WI,54660,US,US/Central,KVOK,9/30/2016 11:58,60.8,,82,30.3,10,NE,5.8,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2739945,2,10/5/2016 6:49,10/5/2016 12:49,44.964,-92.6954,44.96403,-92.70256,0.35,At WI-35/Exit 3 - Accident.,,I-94 W,R,Hudson,St. Croix,WI,54016,US,US/Central,K21D,10/5/2016 6:53,59,,94,29.72,10,SW,5.8,0.02,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Day,Day,Day
A-2740806,2,10/13/2016 15:16,10/13/2016 21:16,45.19995,-91.57131,45.20706,-91.57444,0.514,At CR-M/Exit 118 - Accident.,,US-53 N,R,New Auburn,Chippewa,WI,54757,US,US/Central,KY23,10/13/2016 15:15,50.4,,47,30.21,10,SSW,6.9,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2741057,2,10/14/2016 22:25,10/15/2016 4:25,44.864447,-91.682736,44.88858,-91.73535,3.069,At US-12/WI-29/Exit 52 - Accident.,,I-94 W,R,Elk Mound,Dunn,WI,54739,US,US/Central,KLUM,10/14/2016 22:35,61.3,,74,29.82,10,South,18.4,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-2741134,2,10/17/2016 7:12,10/17/2016 13:12,44.19453,-90.64392,44.190775,-90.635086,0.509,At CR-O/Exit 128 - Accident.,,I-94 E,R,Black River Falls,Jackson,WI,54615,US,US/Central,KBCK,10/17/2016 7:15,70.2,,96,29.53,10,Calm,,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Day,Day,Day
A-2741707,4,8/2/2016 3:37,8/2/2016 9:37,44.172917,-90.818733,44.17334,-90.81899,0.032,Closed at Oak Ridge Rd - Road closed due to accident.,,N2875 Gebhardt Rd,L,Black River Falls,Jackson,WI,54615-9516,US,US/Central,KBCK,8/2/2016 3:35,61.5,,100,30.03,3,Calm,,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-2741769,2,8/2/2016 14:19,8/2/2016 20:19,45.398542,-91.73546,45.39968,-91.73546,0.079,At 21st St - Accident.,891, S 1st St,R,Cameron,Barron,WI,54822-9704,US,US/Central,KRPD,8/2/2016 14:15,79,,66,30.08,10,ESE,12.7,,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2741895,2,8/4/2016 11:59,8/4/2016 17:59,44.64518,-91.30743,44.57631,-91.20312,6.998,Between CR-HH/Exit 81 and US-10/Exit 88 - Accident.,,I-94 E,R,Osseo,Eau Claire,WI,54758,US,US/Central,KEAU,8/4/2016 11:56,71.1,,96,29.83,10,SSE,13.8,0,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2742139,4,8/5/2016 18:23,8/6/2016 0:23,43.873956,-91.210101,43.865173,-91.234488,1.358,Closed between US-53/WI-157/Exit 4 and US-53/WI-35/Exit 3 - Road closed due to accident.,,WI-157,R,Onalaska,La Crosse,WI,54650,US,US/Central,KLSE,8/5/2016 17:53,79,,52,29.93,10,NW,10.4,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2742400,2,8/9/2016 12:41,8/9/2016 18:41,44.90698,-91.93866,44.90715,-91.92744,0.549,At WI-25/Exit 41 - Accident.,,I-94 E,R,Menomonie,Dunn,WI,54751,US,US/Central,KLUM,8/9/2016 12:35,81.1,,65,29.93,10,SW,8.1,,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2742457,4,8/10/2016 0:18,8/10/2016 6:18,44.70489,-92.64567,44.60112,-92.52761,9.224,Closed between 301st St and 301st Ave - Road closed due to accident.,,W10201 State Road 35,L,Prescott,Pierce,WI,54021-7711,US,US/Central,KSGS,8/10/2016 0:11,77.9,,81,29.94,10,South,5.8,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-2742458,4,8/10/2016 0:18,8/10/2016 6:18,44.649079,-92.625485,44.650555,-92.629672,0.23,Closed at 301st St - Road closed due to accident.,,W9831 State Road 35,L,Hager City,Pierce,WI,54014-8372,US,US/Central,KRGK,8/10/2016 0:15,77,,83,29.95,10,Calm,,,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-2742539,4,8/10/2016 15:47,8/10/2016 21:47,44.10074,-91.064961,44.10001,-91.052564,0.617,Closed at Red School Rd - Road closed due to accident.,,N502 Wilds Rd,R,Melrose,Jackson,WI,54642-8411,US,US/Central,KBCK,8/10/2016 15:55,89.1,,50,29.99,10,South,4.6,,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2742540,4,8/10/2016 15:47,8/10/2016 21:47,44.10001,-91.052564,44.10074,-91.064961,0.617,Closed at Wild Rd - Road closed due to accident.,,W14799 State Highway 54,R,Melrose,Jackson,WI,54642,US,US/Central,KBCK,8/10/2016 15:55,89.1,,50,29.99,10,South,4.6,,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2742693,2,8/11/2016 20:27,8/12/2016 2:27,44.19453,-90.64392,44.19124,-90.63613,0.448,At CR-O/Exit 128 - Accident.,,I-94 E,R,Black River Falls,Jackson,WI,54615,US,US/Central,KBCK,8/11/2016 20:35,73.8,,100,29.83,10,Calm,,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Day,Day,Day
A-2743062,4,8/16/2016 10:18,8/16/2016 17:18,44.465642,-90.68469,44.46567,-90.68673,0.101,Closed between Black River Falls and Alma Center Village of - Road closed due to accident.,,W7379 State Highway 95,L,Neillsville,Clark,WI,54456,US,US/Central,KMFI,8/16/2016 9:54,75.9,,67,30.04,10,West,5.8,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2743063,4,8/16/2016 10:18,8/16/2016 17:18,44.46567,-90.68673,44.465642,-90.68469,0.101,Closed between Alma Center Village of and Black River Falls - Road closed due to accident.,,N1298 Riviera Ave,R,Neillsville,Clark,WI,54456,US,US/Central,KMFI,8/16/2016 9:54,75.9,,67,30.04,10,West,5.8,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2743080,4,8/16/2016 14:18,8/16/2016 20:18,44.96258,-91.42586,44.926088,-91.428405,2.524,Closed between CR-S/Exit 99 and WI-29/Exit 96 - Road closed due to accident.,,US-53 S,R,Chippewa Falls,Chippewa,WI,54729,US,US/Central,KEAU,8/16/2016 13:56,82,,56,29.99,10,WSW,10.4,,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2743393,2,8/19/2016 6:58,8/19/2016 12:58,44.94205,-92.43989,44.94211,-92.43109,0.43,At CR-T/Exit 16 - Accident.,,I-94 E,R,Hammond,St. Croix,WI,54015,US,US/Central,KRNH,8/19/2016 6:15,65.5,,97,29.84,10,West,6.9,0.03,Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2743500,2,8/20/2016 10:26,8/20/2016 16:26,44.96389,-92.71605,44.9633,-92.72892,0.631,At Carmichael Rd/Exit 2 - Accident.,,I-94 W,R,Hudson,St. Croix,WI,54016,US,US/Central,K21D,8/20/2016 10:33,60.8,,94,29.76,7,NNW,9.2,0.04,Rain,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2743596,2,8/22/2016 11:04,8/22/2016 17:04,44.00106,-90.47674,43.99554,-90.46712,0.612,At Industrial Ave/Forbes Rd - Accident.,,I-94 E,R,Tomah,Monroe,WI,54660,US,US/Central,KVOK,8/22/2016 10:58,71.6,,64,30.12,10,South,6.9,,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2743635,2,8/22/2016 16:39,8/22/2016 22:39,44.86614,-91.42368,44.85793,-91.43036,0.655,At Melby St/Exit 92 - Accident.,,US-53 S,R,Chippewa Falls,Chippewa,WI,54729,US,US/Central,KEAU,8/22/2016 16:56,80.1,,47,29.95,10,South,23,,Clear,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2743872,4,8/24/2016 14:33,8/24/2016 20:33,45.37163,-91.11058,45.392373,-91.1103,1.433,Closed at Bruce Village of - Road closed due to accident.,,N2325 State Highway 27,L,Conrath,Rusk,WI,54731-9722,US,US/Central,KRCX,8/24/2016 14:35,75.2,,72,29.91,10,WSW,8.1,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2744363,2,8/30/2016 7:33,8/30/2016 13:33,44.84279,-91.60395,44.84078,-91.59882,0.287,At CR-EE/Exit 59 - Accident.,,I-94 E,R,Eau Claire,Eau Claire,WI,54703,US,US/Central,KEAU,8/30/2016 7:56,66.9,,87,30.15,10,Calm,,,Clear,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2744489,2,8/31/2016 9:13,8/31/2016 15:13,44.94424,-91.03825,44.94424,-91.03825,0,At 270th St - Accident.,,WI-29,R,Boyd,Chippewa,WI,54726,US,US/Central,KEAU,8/31/2016 8:56,63,,75,30.18,10,NNE,4.6,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2744526,2,8/31/2016 13:34,8/31/2016 19:34,43.860187,-91.272891,43.859202,-91.284602,0.587,At Wisconsin/Minnesota State Line - Accident.,,I-90 W,R,La Crosse,La Crosse,WI,54603,US,US/Central,KLSE,8/31/2016 13:53,78.1,,42,30.13,10,NNW,8.1,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2744879,2,9/2/2016 20:30,9/3/2016 2:30,44.763279,-91.404044,44.763913,-91.405068,0.067,At US-53/Exit 70 - Accident.,,I-94 W,R,Fall Creek,Eau Claire,WI,54742,US,US/Central,KEAU,9/2/2016 20:56,64.9,,68,30.19,10,South,3.5,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Day,Day
A-2744986,2,9/5/2016 15:43,9/5/2016 21:43,44.19453,-90.64392,44.19124,-90.63613,0.448,At CR-O/Exit 128 - Accident.,,I-94 E,R,Black River Falls,Jackson,WI,54615,US,US/Central,KBCK,9/5/2016 15:35,73.6,,85,29.92,10,Calm,,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2744988,3,9/5/2016 15:49,9/5/2016 21:49,44.19453,-90.64392,44.19124,-90.63613,0.448,At CR-O/Exit 128 - Accident.,,I-94 E,R,Black River Falls,Jackson,WI,54615,US,US/Central,KBCK,9/5/2016 15:55,73.4,,91,29.91,10,South,6.9,,Light Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2745007,2,9/6/2016 1:42,9/6/2016 7:42,44.90523,-91.84809,44.90508,-91.86158,0.66,At CR-B/Exit 45 - Accident.,,I-94 W,R,Menomonie,Dunn,WI,54751,US,US/Central,KLUM,9/6/2016 1:35,77.2,,82,29.88,10,South,10.4,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-2745274,2,9/8/2016 4:53,9/8/2016 10:53,44.63974,-91.30359,44.64644,-91.30758,0.503,At CR-HH/Exit 81 - Accident.,,I-94 W,R,Osseo,Eau Claire,WI,54758,US,US/Central,KEAU,9/8/2016 4:56,66,,100,29.78,10,South,5.8,,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-2745518,4,9/9/2016 16:51,9/9/2016 22:51,45.504113,-91.762959,45.51544,-91.76021,0.794,Closed at WI-48/Exit 143 - Road closed due to accident.,,US-53 N,R,Rice Lake,Barron,WI,54868,US,US/Central,KRPD,9/9/2016 16:55,71.1,,66,29.9,7,SW,4.6,,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2745697,2,6/22/2016 5:58,6/22/2016 11:58,44.570528,-91.196822,44.58202,-91.2069,0.936,At US-10/Exit 88 - Accident.,,I-94 W,R,Osseo,Trempealeau,WI,54758,US,US/Central,KEAU,6/22/2016 5:56,61,,78,29.84,10,ENE,6.9,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2745876,2,6/23/2016 15:28,6/23/2016 21:28,44.9213,-92.1213,44.92033,-92.11022,0.546,At CR-Q/Exit 32 - Accident.,,I-94 E,R,Knapp,Dunn,WI,54749,US,US/Central,KLUM,6/23/2016 15:35,75.4,,48,30.04,10,NE,5.8,,Overcast,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2746140,2,6/27/2016 8:07,6/27/2016 14:07,44.19453,-90.64392,44.19124,-90.63613,0.448,At CR-O/Exit 128 - Accident.,,I-94 E,R,Black River Falls,Jackson,WI,54615,US,US/Central,KBCK,6/27/2016 8:15,69.6,,61,30.05,10,WNW,12.7,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2746289,2,6/28/2016 14:29,6/28/2016 20:29,43.86655,-91.23024,43.86118,-91.2611,1.581,Between US-53/WI-35/Exit 3 and CR-B/Exit 2 - Accident.,,US-53 S,R,La Crosse,La Crosse,WI,54603,US,US/Central,KLSE,6/28/2016 14:53,73,,44,30.2,10,NW,4.6,,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2746303,4,6/28/2016 17:05,6/28/2016 23:05,45.3959,-92.356,45.39584,-92.363989,0.388,Closed between WI-46 and 100th St - Road closed due to accident.,957, US Highway 8,R,Amery,Polk,WI,54001-2733,US,US/Central,KRNH,6/28/2016 17:15,69.3,,45,30.2,10,Calm,,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2746305,4,6/28/2016 17:05,6/28/2016 23:05,45.39584,-92.363989,45.3957,-92.35607,0.384,Closed at WI-46 - Road closed due to accident.,,US Highway 8,R,Amery,Polk,WI,54001,US,US/Central,KRNH,6/28/2016 17:15,69.3,,45,30.2,10,Calm,,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2746308,2,6/28/2016 17:25,6/28/2016 23:25,44.19453,-90.64392,44.19124,-90.63613,0.448,At CR-O/Exit 128 - Accident.,,I-94 E,R,Black River Falls,Jackson,WI,54615,US,US/Central,KBCK,6/28/2016 17:15,73.8,,41,30.18,10,West,4.6,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2746363,2,6/29/2016 9:49,6/29/2016 15:49,43.97113,-90.47557,43.97474,-90.46809,0.448,At US-12/WI-16/Exit 43 - Accident.,,I-90 E,R,Tomah,Monroe,WI,54660,US,US/Central,KVOK,6/29/2016 9:58,69.8,,64,30.15,10,West,5.8,,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
